nombre,nom_agl,departamen,provincia
Las Aguadas,Las Aguadas,Libertador General San Martín,San Luis
Potrerillo,sin gobierno local,Libertador General San Martín,San Luis
San Martín,San Martín,Libertador General San Martín,San Luis
Paso Grande,Paso Grande,Libertador General San Martín,San Luis
La Vertiente,La Vertiente,Libertador General San Martín,San Luis
Las Lagunas,Las Lagunas,Libertador General San Martín,San Luis
Las Chacras,Las Chacras,Libertador General San Martín,San Luis
Comandante Luis Piedrabuena,Comandante Luis Piedrabuena,Corpen Aike,Santa Cruz
Puerto Santa Cruz,Puerto Santa Cruz,Corpen Aike,Santa Cruz
Jaramillo,Jaramillo,Deseado,Santa Cruz
Cañadón Seco,Cañadón Seco,Deseado,Santa Cruz
Las Heras,Las Heras,Deseado,Santa Cruz
Puerto Deseado,Puerto Deseado,Deseado,Santa Cruz
Pico Truncado,Pico Truncado,Deseado,Santa Cruz
Tellier,Tellier,Deseado,Santa Cruz
Koluel Kaike,Koluel Kaike,Deseado,Santa Cruz
Caleta Olivia,Caleta Olivia,Deseado,Santa Cruz
Fitz Roy,Fitz Roy,Deseado,Santa Cruz
El Turbio,El Turbio,Güer Aike,Santa Cruz
Mina 3,Mina 3,Güer Aike,Santa Cruz
Yacimientos Río Turbio,Río Turbio,Güer Aike,Santa Cruz
28 de Noviembre,28 de Noviembre,Güer Aike,Santa Cruz
Julia Dufour,Julia Dufour,Güer Aike,Santa Cruz
Rospentek,Rospentek,Güer Aike,Santa Cruz
Río Gallegos,Río Gallegos,Güer Aike,Santa Cruz
El Chaltén,El Chaltén,Lago Argentino,Santa Cruz
El Calafate,El Calafate,Lago Argentino,Santa Cruz
Tres Lagos,Tres Lagos,Lago Argentino,Santa Cruz
Los Antiguos,Los Antiguos,Lago Buenos Aires,Santa Cruz
Perito Moreno,Perito Moreno,Lago Buenos Aires,Santa Cruz
Puerto San Julián,Puerto San Julián,Magallanes,Santa Cruz
Bajo Caracoles,Bajo Caracoles,Río Chico,Santa Cruz
Gobernador Gregores,Gobernador Gregores,Río Chico,Santa Cruz
Hipólito Yrigoyen,Hipólito Yrigoyen,Río Chico,Santa Cruz
Las Rosas,Las Rosas,Belgrano,Santa Fe
Montes de Oca,Montes de Oca,Belgrano,Santa Fe
Armstrong,Armstrong,Belgrano,Santa Fe
Las Parejas,Las Parejas,Belgrano,Santa Fe
Tortugas,Tortugas,Belgrano,Santa Fe
Bouquet,Bouquet,Belgrano,Santa Fe
Arequito,Arequito,Caseros,Santa Fe
Beravebú,Berabevú,Caseros,Santa Fe
Casilda,Casilda,Caseros,Santa Fe
Los Molinos,Los Molinos,Caseros,Santa Fe
Los Nogales,San José de la Esquina,Caseros,Santa Fe
Los Quirquinchos,Los Quirquinchos,Caseros,Santa Fe
Sanford,Sanford,Caseros,Santa Fe
Arteaga,Arteaga,Caseros,Santa Fe
San José de la Esquina,San José de la Esquina,Caseros,Santa Fe
Villada,Villada,Caseros,Santa Fe
Gödeken,Gödeken,Caseros,Santa Fe
Bigand,Bigand,Caseros,Santa Fe
Chañar Ladeado,Chañar Ladeado,Caseros,Santa Fe
Chabas,Chabas,Caseros,Santa Fe
Colonia Raquel,Colonia Raquel,Castellanos,Santa Fe
Villa San José,Villa San José,Castellanos,Santa Fe
Zenón Pereyra,Zenón Pereyra,Castellanos,Santa Fe
Estación Saguier,Saguier,Castellanos,Santa Fe
Eustolia,Eustolia,Castellanos,Santa Fe
Garibaldi,Garibaldi,Castellanos,Santa Fe
Ataliva,Ataliva,Castellanos,Santa Fe
Bella Italia,Bella Italia,Castellanos,Santa Fe
Vila,Vila,Castellanos,Santa Fe
Esmeralda,Esmeralda,Castellanos,Santa Fe
Tacural,Tacural,Castellanos,Santa Fe
Josefina,Josefina,Castellanos,Santa Fe
María Juana,María Juana,Castellanos,Santa Fe
Plaza Clucellas,Plaza Clucellas,Castellanos,Santa Fe
San Antonio,San Antonio,Castellanos,Santa Fe
Susana,Susana,Castellanos,Santa Fe
Villa Josefina,Frontera,Castellanos,Santa Fe
Virginia,Virginia,Castellanos,Santa Fe
Lehmann,Lehmann,Castellanos,Santa Fe
Rafaela,Rafaela,Castellanos,Santa Fe
Ramona,Ramona,Castellanos,Santa Fe
San Vicente,San Vicente,Castellanos,Santa Fe
Pueblo Marini,Pueblo Marini,Castellanos,Santa Fe
Nueva Lehmann,Lehmann,Castellanos,Santa Fe
Presidente Roca,Presidente Roca,Castellanos,Santa Fe
Humberto Primo,Humberto Primo,Castellanos,Santa Fe
Castellanos,Castellanos,Castellanos,Santa Fe
Eusebia y Carolina,Eusebia y Carolina,Castellanos,Santa Fe
Frontera,Frontera,Castellanos,Santa Fe
Egusquiza,Egusquiza,Castellanos,Santa Fe
Colonia Bicha,Colonia Bicha,Castellanos,Santa Fe
Estación Clucellas,Estación Clucellas,Castellanos,Santa Fe
Colonia Cello,Colonia Cello,Castellanos,Santa Fe
Coronel Fraga,Coronel Fraga,Castellanos,Santa Fe
Colonia Margarita,Colonia Margarita,Castellanos,Santa Fe
Bauer y Sigel,Bauer y Sigel,Castellanos,Santa Fe
Aldao,Colonia Aldao,Castellanos,Santa Fe
Angélica,Angélica,Castellanos,Santa Fe
Barrios Acapulco y Veracruz,Josefina,Castellanos,Santa Fe
Aurelia,Aurelia,Castellanos,Santa Fe
Plaza Saguier,Saguier,Castellanos,Santa Fe
Sunchales,Sunchales,Castellanos,Santa Fe
Santa Clara de Saguier,Santa Clara de Saguier,Castellanos,Santa Fe
Barrio Mitre,Pavón,Constitución,Santa Fe
Máximo Paz,Máximo Paz,Constitución,Santa Fe
Juan B. Molina,Juan B. Molina,Constitución,Santa Fe
La Vanguardia,La Vanguardia,Constitución,Santa Fe
Alcorta,Alcorta,Constitución,Santa Fe
Cañada Rica,Cañada Rica,Constitución,Santa Fe
General Gelly,General Gelly,Constitución,Santa Fe
Peyrano,Peyrano,Constitución,Santa Fe
Empalme Villa Constitución,Empalme Villa Constitución,Constitución,Santa Fe
Bombal,Bombal,Constitución,Santa Fe
Godoy,Godoy,Constitución,Santa Fe
Firmat,Firmat,Constitución,Santa Fe
Cepeda,Cepeda,Constitución,Santa Fe
Pavón,Pavón,Constitución,Santa Fe
Juncal,Juncal,Constitución,Santa Fe
Barrio Arroyo del Medio,Villa Constitución,Constitución,Santa Fe
Stephenson,Cepeda,Constitución,Santa Fe
Theobald,Theobald,Constitución,Santa Fe
Villa Constitución,Villa Constitución,Constitución,Santa Fe
Sargento Cabral,Sargento Cabral,Constitución,Santa Fe
Santa Teresa,Santa Teresa,Constitución,Santa Fe
Rueda,Rueda,Constitución,Santa Fe
Pavón Arriba,Pavón Arriba,Constitución,Santa Fe
Helvecia,Helvecia,Garay,Santa Fe
Santa Rosa de Calchines,Santa Rosa de Calchines,Garay,Santa Fe
Cayastá,Cayastá,Garay,Santa Fe
Los Zapallos,Santa Rosa de Calchines,Garay,Santa Fe
Saladero Mariano Cabal,Saladero Mariano Cabal,Garay,Santa Fe
Murphy,Murphy,General López,Santa Fe
Maggiolo,Maggiolo,General López,Santa Fe
Miguel Torres,Miguel Torres,General López,Santa Fe
San Francisco de Santa Fe,San Francisco de Santa Fe,General López,Santa Fe
Firmat,Firmat,General López,Santa Fe
Cañada del Ucle,Cañada del Ucle,General López,Santa Fe
Amenábar,Amenábar,General López,Santa Fe
Chovet,Chovet,General López,Santa Fe
Lazzarino,Lazzarino,General López,Santa Fe
Aarón Castellanos,Aarón Castellanos,General López,Santa Fe
Carreras,Carreras,General López,Santa Fe
Cafferata,Cafferata,General López,Santa Fe
Chapuy,Chapuy,General López,Santa Fe
La Chispa,La Chispa,General López,Santa Fe
Venado Tuerto,Venado Tuerto,General López,Santa Fe
Elortondo,Elortondo,General López,Santa Fe
Diego de Alvear,Diego de Alvear,General López,Santa Fe
Hughes,Hughes,General López,Santa Fe
Labordeboy,Labordeboy,General López,Santa Fe
Carmen,Carmen,General López,Santa Fe
Rufino,Rufino,General López,Santa Fe
Melincué,Melincué,General López,Santa Fe
María Teresa,María Teresa,General López,Santa Fe
Christophersen,Christophersen,General López,Santa Fe
Teodelina,Teodelina,General López,Santa Fe
Villa Cañás,Villa Cañás,General López,Santa Fe
Santa Isabel,Santa Isabel,General López,Santa Fe
Sancti Spiritu,Sancti Spiritu,General López,Santa Fe
Wheelwright,Wheelwright,General López,Santa Fe
San Gregorio,San Gregorio,General López,Santa Fe
San Eduardo,San Eduardo,General López,Santa Fe
La Sarita,La Sarita,General Obligado,Santa Fe
Florencia,Florencia,General Obligado,Santa Fe
Los Laureles,Los Laureles,General Obligado,Santa Fe
Avellaneda,Avellaneda,General Obligado,Santa Fe
El Araza,El Araza,General Obligado,Santa Fe
Reconquista,Reconquista,General Obligado,Santa Fe
San Antonio de Obligado,San Antonio de Obligado,General Obligado,Santa Fe
Arroyo Ceibal,Arroyo Ceibal,General Obligado,Santa Fe
Guadalupe Norte,Guadalupe Norte,General Obligado,Santa Fe
Ingeniero Chanourdie,Ingeniero Chanourdie,General Obligado,Santa Fe
El Rabón,El Rabón,General Obligado,Santa Fe
Lanteri,Lanteri,General Obligado,Santa Fe
Tacuarendí,Tacuarendi,General Obligado,Santa Fe
La Isleta,Villa Ocampo,General Obligado,Santa Fe
Malabrigo,Malabrigo,General Obligado,Santa Fe
Paraje San Manuel,La Sarita,General Obligado,Santa Fe
Villa Ana,Villa Ana,General Obligado,Santa Fe
Las Toscas,Las Toscas,General Obligado,Santa Fe
Villa Ocampo,Villa Ocampo,General Obligado,Santa Fe
Villa Guillermina,Villa Guillermina,General Obligado,Santa Fe
Las Garzas,Las Garzas,General Obligado,Santa Fe
Berna,Berna,General Obligado,Santa Fe
Puerto Reconquista,Reconquista,General Obligado,Santa Fe
Villa La Rivera (Oliveros),Oliveros,Iriondo,Santa Fe
Villa La Rivera (Pueblo Andino),Pueblo Andino,Iriondo,Santa Fe
Correa,Corrrea,Iriondo,Santa Fe
Colonia Médici,Totoras,Iriondo,Santa Fe
Pueblo Andino,Pueblo Andino,Iriondo,Santa Fe
Cañada de Gómez,Cañada de Gómez,Iriondo,Santa Fe
Villa Eloísa,Villa Eloísa,Iriondo,Santa Fe
Salto Grande,Salto Grande,Iriondo,Santa Fe
Serodino,Serodino,Iriondo,Santa Fe
Classon,Classon,Iriondo,Santa Fe
Larguía,Totoras,Iriondo,Santa Fe
Carrizales,Carrizales,Iriondo,Santa Fe
Barrio Cicarelli,Totoras,Iriondo,Santa Fe
Bustinza,Bustinza,Iriondo,Santa Fe
Oliveros,Oliveros,Iriondo,Santa Fe
Lucio V. López,Lucio V. López,Iriondo,Santa Fe
Totoras,Totoras,Iriondo,Santa Fe
Arroyo Leyes,Arroyo Leyes,La Capital,Santa Fe
Paraje Chaco Chico,Monte Vera,La Capital,Santa Fe
Santa Fe,Santa Fe,La Capital,Santa Fe
Laguna Paiva,Laguna Paiva,La Capital,Santa Fe
Campo Andino,Campo Andino,La Capital,Santa Fe
Nelson,Nelson,La Capital,Santa Fe
Llambi Campbell,Llambí Campbell,La Capital,Santa Fe
Angel Gallardo,Monte Vera,La Capital,Santa Fe
Emilia,Emilia,La Capital,Santa Fe
Rincón Potrero,Arroyo Leyes,La Capital,Santa Fe
San José del Rincón,San José del Rincón,La Capital,Santa Fe
Santo Tomé,Santo Tomé,La Capital,Santa Fe
Villa Laura,Arroyo Aguiar,La Capital,Santa Fe
Recreo,Recreo,La Capital,Santa Fe
Arroyo Aguiar,Arroyo Aguiar,La Capital,Santa Fe
Sauce Viejo,Sauce Viejo,La Capital,Santa Fe
Monte Vera,Monte Vera,La Capital,Santa Fe
Paraje La Costa,Monte Vera,La Capital,Santa Fe
Candioti,Candioti,La Capital,Santa Fe
Cabal,Cabal,La Capital,Santa Fe
Empalme San Carlos,Empalme San Carlos,Las Colonias,Santa Fe
Esperanza,Esperanza,Las Colonias,Santa Fe
Grutly,Grutly,Las Colonias,Santa Fe
Cavour,Cavour,Las Colonias,Santa Fe
Las Tunas,Las Tunas,Las Colonias,Santa Fe
Humboldt,Humboldt,Las Colonias,Santa Fe
María Luisa,María Luisa,Las Colonias,Santa Fe
Providencia,Providencia,Las Colonias,Santa Fe
Jacinto L. Aráuz,Jacinto L. Aráuz,Las Colonias,Santa Fe
San Carlos Norte,San Carlos Norte,Las Colonias,Santa Fe
Plaza Matilde,Matilde,Las Colonias,Santa Fe
Sa Pereyra,Sa Pereyra,Las Colonias,Santa Fe
Pilar,Pilar,Las Colonias,Santa Fe
San Agustín,San Agustín,Las Colonias,Santa Fe
San Jerónimo del Sauce,San Jerónimo del Sauce,Las Colonias,Santa Fe
San Carlos Sud,San Carlos Sud,Las Colonias,Santa Fe
Nuevo Torino,Nuevo Torino,Las Colonias,Santa Fe
San Mariano,San Mariano,Las Colonias,Santa Fe
Santo Domingo,Santo Domingo,Las Colonias,Santa Fe
Santa Clara de Buena Vista,Santa Clara de Buena Vista,Las Colonias,Santa Fe
Felicia,Felicia,Las Colonias,Santa Fe
Cululú,Cululú,Las Colonias,Santa Fe
Progreso,Progreso,Las Colonias,Santa Fe
La Pelada,La Pelada,Las Colonias,Santa Fe
San Carlos Centro,San Carlos Centro,Las Colonias,Santa Fe
San Jerónimo Norte,San Jerónimo Norte,Las Colonias,Santa Fe
Franck,Franck,Las Colonias,Santa Fe
Hipatía,Hipatía,Las Colonias,Santa Fe
Matilde,Matilde,Las Colonias,Santa Fe
Elisa,Elisa,Las Colonias,Santa Fe
Sarmiento,Sarmiento,Las Colonias,Santa Fe
San Bernardo,San Bernardo,9 de Julio,Santa Fe
Esteban Rams,Esteban Rams,9 de Julio,Santa Fe
Gato Colorado,Gato Colorado,9 de Julio,Santa Fe
Gregoria Pérez de Denis,Gregoria Pérez de Denis,9 de Julio,Santa Fe
Villa Minetti,Villa Minetti,9 de Julio,Santa Fe
Logroño,Logroño,9 de Julio,Santa Fe
Santa Margarita,Santa Margarita,9 de Julio,Santa Fe
Pozo Borrado,Pozo Borrado,9 de Julio,Santa Fe
Montefiore,Montefiore,9 de Julio,Santa Fe
Tostado,Tostado,9 de Julio,Santa Fe
Pueblo Esther,Pueblo Esther,Rosario,Santa Fe
Arroyo Seco,Arroyo Seco,Rosario,Santa Fe
Los Muchachos - La Alborada,Piñero,Rosario,Santa Fe
Villa Amelia,Villa Amelia,Rosario,Santa Fe
Villa del Plata,Villa Amelia,Rosario,Santa Fe
Arbilla,Alvear,Rosario,Santa Fe
Álvarez,Álvarez,Rosario,Santa Fe
Alvear,Alvear,Rosario,Santa Fe
El Caramelo,Álvarez,Rosario,Santa Fe
Carmen del Sauce,Carmen del Sauce,Rosario,Santa Fe
Albarellos,Albarellos,Rosario,Santa Fe
Pueblo Muñóz,Pueblo Muñoz,Rosario,Santa Fe
Arminda,Arminda,Rosario,Santa Fe
Monte Flores,Alvear,Rosario,Santa Fe
Granadero Baigorria,Granadero Baigorria,Rosario,Santa Fe
Acébal,Acebal,Rosario,Santa Fe
Puerto Arroyo Seco,Arroyo Seco,Rosario,Santa Fe
Fighiera,Fighiera,Rosario,Santa Fe
Piñero,Piñero,Rosario,Santa Fe
Ibarlucea,Ibarlucea,Rosario,Santa Fe
Coronel Rodolfo S. Domínguez,Coronel Rodolfo S. Domínguez,Rosario,Santa Fe
Pérez,Pérez,Rosario,Santa Fe
Kilómetro 101,Alvear,Rosario,Santa Fe
Funes,Funes,Rosario,Santa Fe
Soldini,Soldini,Rosario,Santa Fe
Pueblo Uranga,Uranga,Rosario,Santa Fe
Zavalla,Zavalla,Rosario,Santa Fe
Coronel Bogado,Coronel Bogado,Rosario,Santa Fe
Cuatro Esquinas,Carmen del Sauce,Rosario,Santa Fe
General Lagos,General Lagos,Rosario,Santa Fe
Rosario,Rosario,Rosario,Santa Fe
Villa Gobernador Gálvez,Villa Gobernador Gálvez,Rosario,Santa Fe
Suardi,Suardi,San Cristóbal,Santa Fe
Moisés Ville,Moisés Ville,San Cristóbal,Santa Fe
Capivara,Capivara,San Cristóbal,Santa Fe
Las Avispas,Las Avispas,San Cristóbal,Santa Fe
Villa Saralegui,Villa Saralegui,San Cristóbal,Santa Fe
Villa Trinidad,Villa Trinidad,San Cristóbal,Santa Fe
Colonia Rosa,Colonia Rosa,San Cristóbal,Santa Fe
Palacios,Palacios,San Cristóbal,Santa Fe
Huanqueros,Huanqueros,San Cristóbal,Santa Fe
La Cabral,La Cabral,San Cristóbal,Santa Fe
Monigotes,Monigotes,San Cristóbal,Santa Fe
Constanza,Constanza,San Cristóbal,Santa Fe
La Lucila,La Lucila,San Cristóbal,Santa Fe
Ceres,Ceres,San Cristóbal,Santa Fe
Ambrosetti,Ambrosetti,San Cristóbal,Santa Fe
Colonia Bossi,Colonia Bossi,San Cristóbal,Santa Fe
Aguará Grande,Aguará Grande,San Cristóbal,Santa Fe
Las Palmeras,Las Palmeras,San Cristóbal,Santa Fe
La Rubia,La Rubia,San Cristóbal,Santa Fe
Balneario La Verde,Huanqueros,San Cristóbal,Santa Fe
Santurce,Santurce,San Cristóbal,Santa Fe
Hersilia,Hersilia,San Cristóbal,Santa Fe
Soledad,Soledad,San Cristóbal,Santa Fe
San Guillermo,San Guillermo,San Cristóbal,Santa Fe
ñanducita,ñanducita,San Cristóbal,Santa Fe
Arrufo,Arrufo,San Cristóbal,Santa Fe
Curupaytí,Curupaity,San Cristóbal,Santa Fe
San Cristóbal,San Cristóbal,San Cristóbal,Santa Fe
Colonia Ana,Colonia Ana,San Cristóbal,Santa Fe
San Javier,San Javier,San Javier,Santa Fe
Cacique Ariacaiquín,Cacique Ariacaiquín,San Javier,Santa Fe
La Brava,La Brava,San Javier,Santa Fe
Romang,Romang,San Javier,Santa Fe
Alejandra,Alejandra,San Javier,Santa Fe
Colonia Durán,Colonia Durán,San Javier,Santa Fe
Gálvez,Gálvez,San Jerónimo,Santa Fe
Gessler,Gessler,San Jerónimo,Santa Fe
Puerto Aragón,Barrancas,San Jerónimo,Santa Fe
Monje,Monje,San Jerónimo,Santa Fe
Larrechea,Larrechea,San Jerónimo,Santa Fe
San Eugenio,San Eugenio,San Jerónimo,Santa Fe
Coronda,Coronda,San Jerónimo,Santa Fe
San Genaro,San Genaro,San Jerónimo,Santa Fe
Maciel,Maciel,San Jerónimo,Santa Fe
Desvío Arijón,Desvío Arijón,San Jerónimo,Santa Fe
Bernardo de Irigoyen,Bernardo de Irigoyen,San Jerónimo,Santa Fe
Arocena,Arocena,San Jerónimo,Santa Fe
Balneario Monje,Monje,San Jerónimo,Santa Fe
Centeno,Centeno,San Jerónimo,Santa Fe
López,López,San Jerónimo,Santa Fe
Barrio El Pacaá - Barrio Comipini,Arocena,San Jerónimo,Santa Fe
Loma Alta,Loma Alta,San Jerónimo,Santa Fe
Barrio Caima,Desvío Arijón,San Jerónimo,Santa Fe
Irigoyen,Irigoyen,San Jerónimo,Santa Fe
Barrancas,Barrancas,San Jerónimo,Santa Fe
Díaz,Díaz,San Jerónimo,Santa Fe
Casalegno,Casalegno,San Jerónimo,Santa Fe
San Genaro Norte,San Genaro,San Jerónimo,Santa Fe
San Fabián,San Fabián,San Jerónimo,Santa Fe
Gaboto,Gaboto,San Jerónimo,Santa Fe
Pedro Gómez Cello,Pedro Gómez Cello,San Justo,Santa Fe
Ramayón,Ramayón,San Justo,Santa Fe
Silva,Silva,San Justo,Santa Fe
San Justo,San Justo,San Justo,Santa Fe
San Martín Norte,San Martín Norte,San Justo,Santa Fe
Esther,Esther,San Justo,Santa Fe
Gobernador Crespo,Gobernador Crespo,San Justo,Santa Fe
Marcelino Escalada,Marcelino Escalada,San Justo,Santa Fe
Angeloni,Angeloni,San Justo,Santa Fe
Naré,Naré,San Justo,Santa Fe
Colonia Dolores,Colonia Dolores,San Justo,Santa Fe
Vera y Pintado,Vera y Pintado,San Justo,Santa Fe
La Penca y Caraguatá,La Penca y Caraguatá,San Justo,Santa Fe
Videla,Videla,San Justo,Santa Fe
San Bernardo,San Bernardo,San Justo,Santa Fe
Cayastacito,Cayastacito,San Justo,Santa Fe
La Criolla,La Criolla,San Justo,Santa Fe
San Jerónimo Sud,San Jerónimo Sud,San Lorenzo,Santa Fe
Villa Mugueta,Villa Mugueta,San Lorenzo,Santa Fe
San Lorenzo,San Lorenzo,San Lorenzo,Santa Fe
Villa Elvira,Timbúes,San Lorenzo,Santa Fe
Ricardone,Ricardone,San Lorenzo,Santa Fe
Pujato,Pujato,San Lorenzo,Santa Fe
Capitán Bermúdez,Capitán Bermúdez,San Lorenzo,Santa Fe
Coronel Arnold,Coronel Arnold,San Lorenzo,Santa Fe
Timbúes,Timbúes,San Lorenzo,Santa Fe
Puerto General San Martín,Puerto General San Martín,San Lorenzo,Santa Fe
Fuentes,Fuentes,San Lorenzo,Santa Fe
Aldao,Aldao,San Lorenzo,Santa Fe
Carcarañá,Carcarañá,San Lorenzo,Santa Fe
Fray Luis Beltrán,Fray Luis Beltrán,San Lorenzo,Santa Fe
Roldán,Roldán,San Lorenzo,Santa Fe
Luis Palacios,Luis Palacios,San Lorenzo,Santa Fe
Crispi,Crispi,San Martín,Santa Fe
Sastre,"Sastre,Sastre y Ortiz",San Martín,Santa Fe
Landeta,Landeta,San Martín,Santa Fe
Traill,Traill,San Martín,Santa Fe
Piamonte,Piamonte,San Martín,Santa Fe
Las Petacas,Las Petacas,San Martín,Santa Fe
Las Bandurrias,Las Bandurrias,San Martín,Santa Fe
San Martín de las Escobas,San Martín de las Escobas,San Martín,Santa Fe
Colonia Belgrano,Colonia Belgrano,San Martín,Santa Fe
Los Cardos,Los Cardos,San Martín,Santa Fe
Cañada Rosquín,Cañada Rosquín,San Martín,Santa Fe
Castelar,Castelar,San Martín,Santa Fe
Casas,Casas,San Martín,Santa Fe
María Susana,María Susana,San Martín,Santa Fe
El Trébol,El Trébol,San Martín,Santa Fe
Wildermuth,Colonia Belgrano,San Martín,Santa Fe
San Jorge,San Jorge,San Martín,Santa Fe
Carlos Pellegrini,Carlos Pellegrini,San Martín,Santa Fe
Toba,Toba,Vera,Santa Fe
Fortín Olmos,Fortín Olmos,Vera,Santa Fe
Intiyaco,Intiyaco,Vera,Santa Fe
Pueblo Santa Lucía,Vera,Vera,Santa Fe
Pozo de los Indios,Garabato,Vera,Santa Fe
La Gallareta,La Gallareta,Vera,Santa Fe
Tartagal,Tartagal,Vera,Santa Fe
Garabato,Garabato,Vera,Santa Fe
Kilómetro 115,Garabato,Vera,Santa Fe
Calchaquí,Calchaquí,Vera,Santa Fe
Vera,Vera,Vera,Santa Fe
Colmena,Intiyaco,Vera,Santa Fe
Margarita,Margarita,Vera,Santa Fe
Cañada Ombú,Cañada Ombú,Vera,Santa Fe
Golondrina,Golondrina,Vera,Santa Fe
Paraje 29,Fortín Olmos,Vera,Santa Fe
Los Amores,Los Amores,Vera,Santa Fe
Malbrán,Malbrán,Aguirre,Santiago del Estero
Argentina,Argentina,Aguirre,Santiago del Estero
Casares,Casares,Aguirre,Santiago del Estero
Villa General Mitre,Gobernador Luis G. Pinto,Aguirre,Santiago del Estero
Coronel Manuel L. Rico,sin gobierno local,Alberdi,Santiago del Estero
Sachayoj,Sachajoy,Alberdi,Santiago del Estero
Donadeu,Donadeu,Alberdi,Santiago del Estero
Campo Gallo,Campo Gallo,Alberdi,Santiago del Estero
Santos Lugares,Santos Lugares,Alberdi,Santiago del Estero
Villa Atamisqui,Villa Atamisqui,Atamisqui,Santiago del Estero
Estación Atamisqui,Estación Atamisqui,Atamisqui,Santiago del Estero
Medellín,Medellín,Atamisqui,Santiago del Estero
Lugones,Lugones,Avellaneda,Santiago del Estero
Herrera,Herrera,Avellaneda,Santiago del Estero
Villa Mailín,Mailín,Avellaneda,Santiago del Estero
Real Sayana,Real Sayana,Avellaneda,Santiago del Estero
Colonia Dora,Colonia Dora,Avellaneda,Santiago del Estero
Icaño,Icaño,Avellaneda,Santiago del Estero
Los Soria,sin gobierno local,Banda,Santiago del Estero
Cañada Escobar,Cañada Escobar,Banda,Santiago del Estero
Los Quiroga,Los Quiroga,Banda,Santiago del Estero
Abra Grande,sin gobierno local,Banda,Santiago del Estero
La Aurora,La Aurora,Banda,Santiago del Estero
Clodomira,Clodomira,Banda,Santiago del Estero
Ardiles,Ardiles,Banda,Santiago del Estero
Antajé,Antajé,Banda,Santiago del Estero
Chaupi Pozo,Chaupi Pozo,Banda,Santiago del Estero
La Dársena,La Dársena,Banda,Santiago del Estero
La Banda,La Banda,Banda,Santiago del Estero
Simbolar,Estación Simbolar,Banda,Santiago del Estero
Tramo 16,sin gobierno local,Banda,Santiago del Estero
Tramo 20,sin gobierno local,Banda,Santiago del Estero
Huyamampa,sin gobierno local,Banda,Santiago del Estero
Guardia Escolta,Guardia Escolta,Belgrano,Santiago del Estero
Cuatro Bocas,Cuatro Bocas,General Taboada,Santiago del Estero
Bandera,Bandera,Belgrano,Santiago del Estero
Fortín Inca,Fortín Inca,Belgrano,Santiago del Estero
Yanda,sin gobierno local,Capital,Santiago del Estero
Morales,sin gobierno local,Capital,Santiago del Estero
Puesto de San Antonio,sin gobierno local,Capital,Santiago del Estero
Santa María,sin gobierno local,Capital,Santiago del Estero
El Deán,sin gobierno local,Capital,Santiago del Estero
El Mojón,sin gobierno local,Silipica,Santiago del Estero
Maquito,sin gobierno local,Capital,Santiago del Estero
Los Cardozos,sin gobierno local,Capital,Santiago del Estero
San Pedro,San Pedro,Capital,Santiago del Estero
Maco,sin gobierno local,Capital,Santiago del Estero
Vuelta de la Barranca,sin gobierno local,Capital,Santiago del Estero
El Zanjón,Villa Zanjón,Capital,Santiago del Estero
Santiago del Estero,Santiago del Estero,Capital,Santiago del Estero
Los Pirpintos,Los Pirpintos,Copo,Santiago del Estero
San José del Boquerón,San José del Boquerón,Copo,Santiago del Estero
Nueva Esperanza,sin gobierno local,Copo,Santiago del Estero
Pampa de los Guanacos,Pampa de los Guanacos,Copo,Santiago del Estero
La Firmeza,sin gobierno local,Copo,Santiago del Estero
Monte Quemado,Monte Quemado,Copo,Santiago del Estero
Los Tigres,sin gobierno local,Copo,Santiago del Estero
Urutaú,sin gobierno local,Copo,Santiago del Estero
El Caburé,El Caburé,Copo,Santiago del Estero
Ancaján,sin gobierno local,Choya,Santiago del Estero
Tapso,Tapso,Choya,Santiago del Estero
Laprida,Laprida,Choya,Santiago del Estero
Frías,Frías,Choya,Santiago del Estero
Villa La Punta,Villa La Punta,Choya,Santiago del Estero
Choya,Choya,Choya,Santiago del Estero
Estación La Punta,sin gobierno local,Choya,Santiago del Estero
San Pedro,sin gobierno local,Choya,Santiago del Estero
Bandera Bajada,Bandera Bajada,Figueroa,Santiago del Estero
La Invernada,La Invernada,Figueroa,Santiago del Estero
La Cañada,La Cañada,Figueroa,Santiago del Estero
Kilómetro 30,sin gobierno local,Figueroa,Santiago del Estero
El Crucero,sin gobierno local,Figueroa,Santiago del Estero
Colonia San Juan,Colonia San Juan,Figueroa,Santiago del Estero
Villa Figueroa,Villa Figueroa,Figueroa,Santiago del Estero
Vaca Huañuna,sin gobierno local,Figueroa,Santiago del Estero
Minerva,sin gobierno local,Figueroa,Santiago del Estero
Caspi Corral,sin gobierno local,Figueroa,Santiago del Estero
Los Juríes,Los Juríes,General Taboada,Santiago del Estero
Averías,Averías,General Taboada,Santiago del Estero
Estación Tacañitas,Estación Tacañitas,General Taboada,Santiago del Estero
La Nena,sin gobierno local,General Taboada,Santiago del Estero
Tomás Young,Tomás Young,General Taboada,Santiago del Estero
Añatuya,Añatuya,General Taboada,Santiago del Estero
Lavalle,Lavalle,Guasayán,Santiago del Estero
San Pedro,San Pedro de Guasayán,Santa Rosa,Catamarca
Isca Yacu,sin gobierno local,Jiménez,Santiago del Estero
Gramilla,Gramilla,Jiménez,Santiago del Estero
El Charco,El Charco,Jiménez,Santiago del Estero
